image_link,transformation,ground_truth,human_label,IQA
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03770679_15183.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02930766_40872.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03095699_15026.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03594945_9045.JPEG.defocus_blur_359.png,defocus_blur,car,car,0.018842956286870015
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03770679_13360.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03770679_12234.JPEG.gaussian_noise_652.png,gaussian_noise,car,car,0.0593267306694261
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02125311_9101.JPEG.gaussian_noise_879.png,gaussian_noise,not car,not car,0.03763491712551719
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02930766_5351.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02930766_24670.JPEG.gaussian_noise_703.png,gaussian_noise,car,car,0.051777359522128585
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n03095699_4411.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_8247.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n03770679_10462.JPEG.jpeg_compression_821.png,jpeg_compression,car,car,0.1255054363892826
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n02125311_48776.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02879718_10772.JPEG.gaussian_noise_733.png,gaussian_noise,not car,not car,0.05883814214059736
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n04037443_351.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03777568_1234.JPEG.defocus_blur_36.png,defocus_blur,car,car,0.015594288035488874
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n04037443_37347.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n03095699_7497.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03770679_15183.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02930766_40872.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03095699_15026.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03594945_9045.JPEG.defocus_blur_359.png,defocus_blur,car,car,0.018842956286870015
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03770679_13360.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03770679_12234.JPEG.gaussian_noise_652.png,gaussian_noise,car,not car,0.0593267306694261
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02125311_9101.JPEG.gaussian_noise_879.png,gaussian_noise,not car,not car,0.03763491712551719
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02930766_5351.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02930766_24670.JPEG.gaussian_noise_703.png,gaussian_noise,car,car,0.051777359522128585
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n03095699_4411.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_8247.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n03770679_10462.JPEG.jpeg_compression_821.png,jpeg_compression,car,car,0.1255054363892826
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n02125311_48776.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02879718_10772.JPEG.gaussian_noise_733.png,gaussian_noise,not car,not car,0.05883814214059736
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n04037443_351.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03777568_1234.JPEG.defocus_blur_36.png,defocus_blur,car,car,0.015594288035488874
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n04037443_37347.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n03095699_7497.JPEG,original,not car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03770679_15183.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02930766_40872.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03095699_15026.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03594945_9045.JPEG.defocus_blur_359.png,defocus_blur,car,car,0.018842956286870015
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03770679_13360.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03770679_12234.JPEG.gaussian_noise_652.png,gaussian_noise,car,car,0.0593267306694261
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02125311_9101.JPEG.gaussian_noise_879.png,gaussian_noise,not car,not car,0.03763491712551719
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02930766_5351.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_30226.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n04037443_12278.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03127747_7708.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03095699_7256.JPEG.gaussian_noise_919.png,gaussian_noise,not car,not car,0.05309080100389585
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02814533_37549.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02009912_5558.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02814533_9449.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02701002_7131.JPEG.jpeg_compression_877.png,jpeg_compression,car,car,0.11594719588821775
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n04285008_10917.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_3520.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_8957.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03095699_28294.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n07714571_1745.JPEG.jpeg_compression_750.png,jpeg_compression,not car,not car,0.09950150645727833
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03100240_2730.JPEG.gaussian_noise_998.png,gaussian_noise,car,car,0.037998511003563065
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03594945_19759.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n15075141_14807.JPEG.gaussian_noise_539.png,gaussian_noise,not car,not car,0.05586856056133388
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n02009912_13669.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03938244_17339.JPEG.gaussian_noise_854.png,gaussian_noise,not car,not car,0.03760925409691767
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_30226.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n04037443_12278.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03127747_7708.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03095699_7256.JPEG.gaussian_noise_919.png,gaussian_noise,not car,not car,0.05309080100389585
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02814533_37549.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02009912_5558.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02814533_9449.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02701002_7131.JPEG.jpeg_compression_877.png,jpeg_compression,car,car,0.11594719588821775
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n04285008_10917.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_3520.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_8957.JPEG,original,not car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03095699_28294.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n07714571_1745.JPEG.jpeg_compression_750.png,jpeg_compression,not car,not car,0.09950150645727833
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03100240_2730.JPEG.gaussian_noise_998.png,gaussian_noise,car,car,0.037998511003563065
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03594945_19759.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n15075141_14807.JPEG.gaussian_noise_539.png,gaussian_noise,not car,not car,0.05586856056133388
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n02009912_13669.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03938244_17339.JPEG.gaussian_noise_854.png,gaussian_noise,not car,not car,0.03760925409691767
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_30226.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n04037443_12278.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03127747_7708.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03095699_7256.JPEG.gaussian_noise_919.png,gaussian_noise,not car,car,0.05309080100389585
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02814533_37549.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02009912_5558.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02814533_9449.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02701002_7131.JPEG.jpeg_compression_877.png,jpeg_compression,car,car,0.11594719588821775
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n04285008_10917.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_3520.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_8957.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03095699_28294.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n07714571_1745.JPEG.jpeg_compression_750.png,jpeg_compression,not car,not car,0.09950150645727833
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03100240_2730.JPEG.gaussian_noise_998.png,gaussian_noise,car,car,0.037998511003563065
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03594945_19759.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n15075141_14807.JPEG.gaussian_noise_539.png,gaussian_noise,not car,not car,0.05586856056133388
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n02009912_13669.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03938244_17339.JPEG.gaussian_noise_854.png,gaussian_noise,not car,not car,0.03760925409691767
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_30226.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n04037443_12278.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03127747_7708.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03095699_7256.JPEG.gaussian_noise_919.png,gaussian_noise,not car,not car,0.05309080100389585
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02814533_37549.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02009912_5558.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02814533_9449.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02701002_7131.JPEG.jpeg_compression_877.png,jpeg_compression,car,car,0.11594719588821775
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n04285008_10917.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_3520.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_8957.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03095699_28294.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n07714571_1745.JPEG.jpeg_compression_750.png,jpeg_compression,not car,not car,0.09950150645727833
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03100240_2730.JPEG.gaussian_noise_998.png,gaussian_noise,car,car,0.037998511003563065
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03594945_19759.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n15075141_14807.JPEG.gaussian_noise_539.png,gaussian_noise,not car,not car,0.05586856056133388
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n02009912_13669.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03938244_17339.JPEG.gaussian_noise_854.png,gaussian_noise,not car,not car,0.03760925409691767
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02009912_31926.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03938244_14292.JPEG.gaussian_noise_949.png,gaussian_noise,not car,car,0.050840300404065356
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02879718_27979.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02879718_4737.JPEG.gaussian_noise_513.png,gaussian_noise,not car,not car,0.05558700260418461
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n03777568_3799.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02879718_10772.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02930766_944.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_1318.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03670208_7169.JPEG.defocus_blur_4.png,defocus_blur,car,car,0.018182063839675532
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_9379.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_2415.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03594945_4747.JPEG.defocus_blur_720.png,defocus_blur,car,car,0.01968415528354872
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03100240_7836.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03095699_10006.JPEG.defocus_blur_978.png,defocus_blur,not car,not car,0.01699962652780573
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03095699_32647.JPEG.defocus_blur_295.png,defocus_blur,not car,not car,0.018453182738907142
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03095699_7531.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02125311_13516.JPEG.gaussian_noise_398.png,gaussian_noise,not car,not car,0.054949131659582776
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n04285008_3445.JPEG.gaussian_noise_549.png,gaussian_noise,car,car,0.05499139799597108
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02009912_31926.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03938244_14292.JPEG.gaussian_noise_949.png,gaussian_noise,not car,car,0.050840300404065356
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02879718_27979.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02879718_4737.JPEG.gaussian_noise_513.png,gaussian_noise,not car,not car,0.05558700260418461
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n03777568_3799.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02879718_10772.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02930766_944.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_1318.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03670208_7169.JPEG.defocus_blur_4.png,defocus_blur,car,car,0.018182063839675532
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_9379.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_2415.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03594945_4747.JPEG.defocus_blur_720.png,defocus_blur,car,car,0.01968415528354872
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03100240_7836.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03095699_10006.JPEG.defocus_blur_978.png,defocus_blur,not car,not car,0.01699962652780573
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03095699_32647.JPEG.defocus_blur_295.png,defocus_blur,not car,not car,0.018453182738907142
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03095699_7531.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02125311_13516.JPEG.gaussian_noise_398.png,gaussian_noise,not car,not car,0.054949131659582776
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n04285008_3445.JPEG.gaussian_noise_549.png,gaussian_noise,car,car,0.05499139799597108
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02009912_31926.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03938244_14292.JPEG.gaussian_noise_949.png,gaussian_noise,not car,not car,0.050840300404065356
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02879718_27979.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02879718_4737.JPEG.gaussian_noise_513.png,gaussian_noise,not car,not car,0.05558700260418461
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n03777568_3799.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02879718_10772.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02930766_944.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_1318.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03670208_7169.JPEG.defocus_blur_4.png,defocus_blur,car,car,0.018182063839675532
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_9379.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_2415.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03594945_4747.JPEG.defocus_blur_720.png,defocus_blur,car,not car,0.01968415528354872
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03100240_7836.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03095699_10006.JPEG.defocus_blur_978.png,defocus_blur,not car,not car,0.01699962652780573
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03095699_32647.JPEG.defocus_blur_295.png,defocus_blur,not car,not car,0.018453182738907142
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03095699_7531.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02125311_13516.JPEG.gaussian_noise_398.png,gaussian_noise,not car,not car,0.054949131659582776
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n04285008_3445.JPEG.gaussian_noise_549.png,gaussian_noise,car,car,0.05499139799597108
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02009912_31926.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03938244_14292.JPEG.gaussian_noise_949.png,gaussian_noise,not car,not car,0.050840300404065356
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02879718_27979.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02879718_4737.JPEG.gaussian_noise_513.png,gaussian_noise,not car,not car,0.05558700260418461
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/defocus_blur/n03777568_3799.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02879718_10772.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02930766_944.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_1318.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/defocus_blur/n03670208_7169.JPEG.defocus_blur_4.png,defocus_blur,car,car,0.018182063839675532
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n07714571_9379.JPEG,original,not car,not car,1
